	0	1	2	3	4	5	6	7	8	9	10	11
A0A1J9QRZ6.1/140-381	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	20DK8@147545|Eurotiomycetes	3B4MG@33183|Onygenales					3B4MG@33183|Onygenales
A0A2K8JTS4.1/73-264	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3V5F7@5204|Basidiomycota	22DXH@155619|Agaricomycetes	3W9TX@5338|Agaricales					3W9TX@5338|Agaricales
A0A0C9W3M0.1/47-293	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A6A6IW08.1/115-360	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes	4KEA0@92860|Pleosporales					4KEA0@92860|Pleosporales
A0A194X723.1/110-339	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A8S9D5Q3.1/103-328	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
L2GD54.1/103-328	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
A0A179HK07.1/111-333	28J2M@1|root	2QRET@2759|Eukaryota	3AIVZ@33154|Opisthokonta	3PCVX@4751|Fungi	3RMP1@4890|Ascomycota	21RI3@147550|Sordariomycetes	1F2F7@1028384|Glomerellales					1F2F7@1028384|Glomerellales
A0A6P8BM78.1/112-344	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes	41S5A@639021|Magnaporthales					41S5A@639021|Magnaporthales
A0A4Q9M9G5.1/55-299	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A1B8GTG5.1/66-282	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota							3RJF9@4890|Ascomycota
A0A4R8TRK5.1/103-328	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
A0A2I1C4A3.1/65-277	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QTTK@4890|Ascomycota	20QF4@147545|Eurotiomycetes	3SCG5@5042|Eurotiales					3SCG5@5042|Eurotiales
A0A366QVD5.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
S0EGX6.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A366PES4.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A0D1XF56.1/75-301	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A371DLX4.1/62-307	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
B2ARY3.1/39-252	29DZU@1|root	2QV06@2759|Eukaryota	39SK8@33154|Opisthokonta	3NYXU@4751|Fungi	3QSEQ@4890|Ascomycota	213IV@147550|Sordariomycetes	3U71A@5139|Sordariales					3U71A@5139|Sordariales
A0A6G1GF28.1/104-338	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes	3MPJN@451867|Dothideomycetidae					3MPJN@451867|Dothideomycetidae
A0A8J2N4P6.1/97-326	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	2098C@147541|Dothideomycetes	4KH43@92860|Pleosporales					4KH43@92860|Pleosporales
A0A0G2IAS2.1/140-381	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	20DK8@147545|Eurotiomycetes	3B4MG@33183|Onygenales					3B4MG@33183|Onygenales
A0A1Y2EBR8.1/111-340	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A0D2EJY3.1/76-303	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A4Z0Z0X9.1/99-315	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
A0A2U3E1U8.1/111-333	28J2M@1|root	2QRET@2759|Eukaryota	3AIVZ@33154|Opisthokonta	3PCVX@4751|Fungi	3RMP1@4890|Ascomycota	21RI3@147550|Sordariomycetes	1F2F7@1028384|Glomerellales					1F2F7@1028384|Glomerellales
A0A8H6LKN3.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
X0H7L7.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A292PHN7.1/85-291	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota							3RM2K@4890|Ascomycota
A0A2N3N0U6.1/101-328	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A177CKF0.1/107-332	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota							3QRNN@4890|Ascomycota
A0A1W2TJ16.1/240-466	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
A0A2B7WX14.1/91-304	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota							3RM2K@4890|Ascomycota
A0A6A6JKI9.1/113-342	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A1G4AYJ9.1/219-453	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218U0@147550|Sordariomycetes	1EV1A@1028384|Glomerellales					1EV1A@1028384|Glomerellales
A0A4Z0A5G8.1/54-301	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A8H4P561.1/80-305	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
A0A2C6A417.1/102-324	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes	3TIAP@5125|Hypocreales					3TIAP@5125|Hypocreales
A0A084FV70.1/548-738	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes						2194Z@147550|Sordariomycetes
A0A447BY31.1/70-283	29DZU@1|root	2QV06@2759|Eukaryota	39SK8@33154|Opisthokonta	3NYXU@4751|Fungi	3QSEQ@4890|Ascomycota	213IV@147550|Sordariomycetes	3U71A@5139|Sordariales					3U71A@5139|Sordariales
W9WRS1.1/76-303	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A090D4S5.1/70-283	29DZU@1|root	2QV06@2759|Eukaryota	39SK8@33154|Opisthokonta	3NYXU@4751|Fungi	3QSEQ@4890|Ascomycota	213IV@147550|Sordariomycetes	3U71A@5139|Sordariales					3U71A@5139|Sordariales
A0A2B7ZS17.1/140-381	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	20DK8@147545|Eurotiomycetes	3B4MG@33183|Onygenales					3B4MG@33183|Onygenales
W3XPA1.1/99-316	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes						211NX@147550|Sordariomycetes
Q2GZJ4.1/105-326	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes	3UEJ7@5139|Sordariales					3UEJ7@5139|Sordariales
A0A179HCZ8.1/278-500	28J2M@1|root	2QRET@2759|Eukaryota	3AIVZ@33154|Opisthokonta	3PCVX@4751|Fungi	3RMP1@4890|Ascomycota	21RI3@147550|Sordariomycetes	1F2F7@1028384|Glomerellales					1F2F7@1028384|Glomerellales
M1WFB8.1/85-318	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	21R0A@147550|Sordariomycetes	3TU90@5125|Hypocreales	3G4WC@34397|Clavicipitaceae				3G4WC@34397|Clavicipitaceae
A0A8H6JVW5.1/123-383	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218U0@147550|Sordariomycetes	1EV1A@1028384|Glomerellales					1EV1A@1028384|Glomerellales
A0A084G5H0.1/104-330	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
A0A4R8Q6U5.1/103-328	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
A0A6A5UW98.1/91-319	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	2098C@147541|Dothideomycetes						2098C@147541|Dothideomycetes
A0A6A6FQE2.1/47-279	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes	3MPJN@451867|Dothideomycetidae					3MPJN@451867|Dothideomycetidae
A0A1L7TDB7.1/63-281	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A5C3LM98.1/126-336	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3V5F7@5204|Basidiomycota	22DXH@155619|Agaricomycetes	3W9TX@5338|Agaricales					3W9TX@5338|Agaricales
A0A165JGH2.1/76-306	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3VBRI@5204|Basidiomycota	22EV7@155619|Agaricomycetes	3H7AE@355688|Agaricomycetes incertae sedis					3H7AE@355688|Agaricomycetes incertae sedis
M2T5C9.1/94-312	2EDVI@1|root	2SJDZ@2759|Eukaryota	3AHAB@33154|Opisthokonta	3PCAJ@4751|Fungi	3RKYN@4890|Ascomycota	209GZ@147541|Dothideomycetes	4KHIH@92860|Pleosporales					4KHIH@92860|Pleosporales
N4XI67.1/94-312	2EDVI@1|root	2SJDZ@2759|Eukaryota	3AHAB@33154|Opisthokonta	3PCAJ@4751|Fungi	3RKYN@4890|Ascomycota	209GZ@147541|Dothideomycetes	4KHIH@92860|Pleosporales					4KHIH@92860|Pleosporales
A0A2S7NRA2.1/120-363	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A067N7R8.1/71-281	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3V5F7@5204|Basidiomycota	22DXH@155619|Agaricomycetes	3W9TX@5338|Agaricales					3W9TX@5338|Agaricales
A0A6A6ZI63.1/107-332	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota							3QRNN@4890|Ascomycota
A0A0F4ZCE5.1/193-380	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes	41PYC@639021|Magnaporthales					41PYC@639021|Magnaporthales
A0A8H7DQG2.1/78-288	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3V5F7@5204|Basidiomycota	22DXH@155619|Agaricomycetes	3W9TX@5338|Agaricales					3W9TX@5338|Agaricales
A0A4Q4YH49.1/214-403	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes						2194Z@147550|Sordariomycetes
A0A163BNN1.1/118-360	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes	4KEA0@92860|Pleosporales					4KEA0@92860|Pleosporales
B0DMX0.1/49-298	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A395HNK2.1/68-296	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QTTK@4890|Ascomycota							3QTTK@4890|Ascomycota
A0A8H7IXR7.1/120-365	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes	4KEA0@92860|Pleosporales					4KEA0@92860|Pleosporales
W9J626.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A1CDX9.1/63-270	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	20JV5@147545|Eurotiomycetes	3SEY5@5042|Eurotiales					3SEY5@5042|Eurotiales
A0A6A5UAI5.1/62-260	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	1ZX9D@147541|Dothideomycetes						1ZX9D@147541|Dothideomycetes
A0A4R8PUJ5.1/107-338	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218U0@147550|Sordariomycetes	1F1XY@1028384|Glomerellales					1F1XY@1028384|Glomerellales
A0A084QZJ0.1/606-795	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes	41PYC@639021|Magnaporthales					41PYC@639021|Magnaporthales
A0A8H5X8W1.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A4Q4TH39.1/214-403	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes						2194Z@147550|Sordariomycetes
A0A2N3NCV3.1/104-329	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
W7F0M8.1/94-312	2EDVI@1|root	2SJDZ@2759|Eukaryota	3AHAB@33154|Opisthokonta	3PCAJ@4751|Fungi	3RKYN@4890|Ascomycota	209GZ@147541|Dothideomycetes	4KHIH@92860|Pleosporales					4KHIH@92860|Pleosporales
A0A8H3G5H2.1/74-316	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3QNCN@4890|Ascomycota	20BAQ@147545|Eurotiomycetes	3B2J8@33183|Onygenales	3FMT4@34383|Onygenales incertae sedis				3FMT4@34383|Onygenales incertae sedis
A0A4Z1GKH1.1/104-323	KOG3544@1|root	KOG3544@2759|Eukaryota	3ADZC@33154|Opisthokonta									3ADZC@33154|Opisthokonta
A0A0D0CV66.1/54-301	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A072PJG5.1/76-303	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	20KNB@147545|Eurotiomycetes						20KNB@147545|Eurotiomycetes
A0A5C2SMD7.1/54-299	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A5C2TNT5.1/54-299	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A8K0R411.1/108-335	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota							3QRNN@4890|Ascomycota
A0A6A5WCT1.1/109-336	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota							3QRNN@4890|Ascomycota
A0A8K0WPV5.1/524-713	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes						2194Z@147550|Sordariomycetes
A0A8K0WK45.1/44-269	28J2M@1|root	2QRET@2759|Eukaryota	39ZIW@33154|Opisthokonta	3P1GX@4751|Fungi	3QNVV@4890|Ascomycota	215SX@147550|Sordariomycetes	1F4Q1@1028384|Glomerellales					1F4Q1@1028384|Glomerellales
A0A7H8RB58.1/64-285	29DZU@1|root	2RM4B@2759|Eukaryota	39X15@33154|Opisthokonta	3NVC7@4751|Fungi	3QKJG@4890|Ascomycota	211NX@147550|Sordariomycetes						211NX@147550|Sordariomycetes
Q00024.1/48-298	28UM2@1|root	2R1BY@2759|Eukaryota	38KCV@33154|Opisthokonta	3NZ92@4751|Fungi	3V4N9@5204|Basidiomycota	2275P@155619|Agaricomycetes	3W4X4@5338|Agaricales					3W4X4@5338|Agaricales
A0A420PJ41.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
R0IDE3.1/93-301	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	2098C@147541|Dothideomycetes	4KH43@92860|Pleosporales					4KH43@92860|Pleosporales
A0A6A5UJR7.1/95-323	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota	2098C@147541|Dothideomycetes						2098C@147541|Dothideomycetes
A0A409VNV3.1/74-291	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3RM2K@4890|Ascomycota							3RM2K@4890|Ascomycota
A0A484FEN9.1/106-337	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218U0@147550|Sordariomycetes	1F1XY@1028384|Glomerellales					1F1XY@1028384|Glomerellales
A0A7C8MIV3.1/99-315	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
A0A4Q4ZYY2.1/214-403	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3PCDK@4751|Fungi	3QS95@4890|Ascomycota	2194Z@147550|Sordariomycetes						2194Z@147550|Sordariomycetes
A0A1V1SSU8.1/99-315	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
A0A439DGZ9.1/104-320	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes						218RI@147550|Sordariomycetes
R8BPJ4.1/74-296	29DZU@1|root	2RM4B@2759|Eukaryota	3A1C1@33154|Opisthokonta	3P240@4751|Fungi	3RJHP@4890|Ascomycota	21DI1@147550|Sordariomycetes						21DI1@147550|Sordariomycetes
A0A1Y1ZQ62.1/108-334	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota							3QRNN@4890|Ascomycota
A0A6G1KA37.1/114-344	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
W6YLD1.1/94-312	2EDVI@1|root	2SJDZ@2759|Eukaryota	3AHAB@33154|Opisthokonta	3PCAJ@4751|Fungi	3RKYN@4890|Ascomycota	209GZ@147541|Dothideomycetes	4KHIH@92860|Pleosporales					4KHIH@92860|Pleosporales
A0A6A6ZWM6.1/112-341	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
A0A175WHC5.1/105-323	29DZU@1|root	2RM4B@2759|Eukaryota	3AIPW@33154|Opisthokonta	3PASM@4751|Fungi	3QTYA@4890|Ascomycota	218RI@147550|Sordariomycetes	3UEJ7@5139|Sordariales					3UEJ7@5139|Sordariales
A0A8H4NPU8.1/69-287	29DZU@1|root	2S31Y@2759|Eukaryota	39YC6@33154|Opisthokonta	3P0K3@4751|Fungi	3RJF9@4890|Ascomycota	21JER@147550|Sordariomycetes	3TR9C@5125|Hypocreales	1FX4Q@110618|Nectriaceae				1FX4Q@110618|Nectriaceae
A0A6A6V5Z2.1/112-341	29DZU@1|root	2RM4B@2759|Eukaryota	39XMX@33154|Opisthokonta	3NX6H@4751|Fungi	3QRNN@4890|Ascomycota	210M0@147548|Leotiomycetes						210M0@147548|Leotiomycetes
G9NPW7.1/111-331	2CY4J@1|root	2S4NA@2759|Eukaryota	39W56@33154|Opisthokonta	3Q0JA@4751|Fungi	3R6SK@4890|Ascomycota	21JES@147550|Sordariomycetes	3TR9D@5125|Hypocreales	3U4PB@5129|Hypocreaceae				3U4PB@5129|Hypocreaceae
A0A4Z1JZ47.1/104-323	KOG3544@1|root	KOG3544@2759|Eukaryota	3ADZC@33154|Opisthokonta									3ADZC@33154|Opisthokonta
