DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
A0A2C5YKI6,953
A0A2C5YLV5,629
A0A2C5YSY6,373
A0A2C5ZBU4,544,HH|77|315|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2C5ZDY8,547
A0A2C5ZER1,481
A0A2C5ZGV6,741
A0A2C5ZMG7,535
A0A2C6A1T2,625
A0A2C6A417,382
A0A2C6A7U5,545
A0A2C6A8R0,425
A0A2C6AE53,399
A0A2C6AEV8,528
A0A2C6AK98,458,HH|2|153|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2D3UP66,617
A0A2D3URD8,406
A0A2D3USA2,393
A0A2D3UTW4,297
A0A2D3UVV1,216
A0A2D3UWI9,400
A0A2D3UX83,625
A0A2D3V5Q1,303
A0A2D3V8K9,354
A0A2D3V8Z0,400
A0A2D3V9U3,328
A0A2D3VBB4,1003
A0A2D3VCR1,160
A0A2D3VEC3,624
A0A2D3VIH6,637
A0A2D3VL88,291
A0A2G5BCT7,397
A0A2G5BCT9,412
A0A2G5BCU3,383
A0A2G5BD05,139
A0A2G5BDP2,548
A0A2G5BJJ6,583
A0A2G5BJJ9,181
A0A2G5BJN3,427
A0A2G5H7T6,435
A0A2G5HJW8,446
A0A2G5HLZ7,386
A0A2G5HMB1,371
A0A2G5HME4,633
A0A2G5HTG4,828
A0A2G5HTJ1,612
A0A2G5HUW4,317
A0A2G5HVL9,697
A0A2G5HZD7,388
A0A2G5HZV8,625
A0A2G5I0E2,334
A0A2G5I1Q0,248
A0A2G5I5D8,392
A0A2G5ICH2,412
A0A2G7FK12,606
A0A2G7FKJ2,380
A0A2G7FKV0,592
A0A2G7FQL5,416
A0A2G7FTM7,737
A0A2G7FYG7,828,HH|545|771|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|79|466|#b019d8|PF07690_Major Facilitator Superfamily
A0A2G7G703,341
A0A2G7G7G7,387
A0A2G7GBJ2,359
A0A2G8RMK1,567
A0A2G8RML5,608,HH|78|323|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|449|569|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2G8SRB1,364
A0A2H1FYF8,392
A0A2H1G5Q6,332
A0A2H1GBQ4,570
A0A2H1GCI0,624
A0A2H1GEV7,353
A0A2H1GH96,375
A0A2H1GKH5,637
A0A2H1GNC2,650
A0A2H1GZ63,1044
A0A2H1H3J1,422
A0A2H1H541,619
A0A2H1H7W6,397
A0A2H1H8F5,419
A0A2H2ZLL5,623
A0A2H2ZQW8,1301
A0A2H3ABG1,561
A0A2H3AMN4,104
A0A2H3BBQ8,391
A0A2H3BJ78,319
A0A2H3BKV9,326
A0A2H3BKW9,325
A0A2H3BM37,331
A0A2H3BQM6,361,HH|115|301|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2H3BR86,298
A0A2H3BRY6,310
A0A2H3BYM4,616
A0A2H3C2Q4,394
A0A2H3C2Z9,322
A0A2H3CDL4,307
A0A2H3CDP6,325
A0A2H3CFI2,323
A0A2H3CZT2,327
A0A2H3D0E4,257
A0A2H3D1Q0,373
A0A2H3DHE5,323
A0A2H3DHG0,320
A0A2H3DK47,392
A0A2H3E1W7,332
A0A2H3E3C8,231
A0A2H3E6P4,276
A0A2H3E8H0,394
A0A2H3EQM1,322
A0A2H3ES32,608
A0A2H3FCN1,565
A0A2H3G244,782
A0A2H3GAU2,287
A0A2H3GBU2,387
A0A2H3GCF0,600
A0A2H3GF76,330
A0A2H3GFQ3,350
A0A2H3GLJ8,306
A0A2H3GPA0,739
A0A2H3GPD7,338
A0A2H3GQY4,387
A0A2H3GS61,350
A0A2H3H030,586
A0A2H3H6R0,575
A0A2H3HDD6,412
A0A2H3HH77,316
A0A2H3HKI2,403
A0A2H3HNW1,572
A0A2H3HRC3,398
A0A2H3HRT2,244
A0A2H3HYJ4,677
A0A2H3HZX2,355
A0A2H3IG67,415,HH|124|344|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2H3IQQ1,1351,HH|115|349|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|881|1284|#d4c6eb|PF00464_Serine hydroxymethyltransferase,HH|390|541|#f4578d|PF03476_MOSC N-terminal beta barrel domain,HH|600|739|#ca98be|PF03473_MOSC domain
A0A2H3IRP2,626
A0A2H3J1M4,560,HH|89|306|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|404|509|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2H3J9C6,623,HH|63|314|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|467|576|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2H3JRM0,628
A0A2H3S4M3,338
A0A2H3S6Y7,378
A0A2H3S7A7,324
A0A2H3SBP2,586
A0A2H3SRM4,350
A0A2H3SVM4,600
A0A2H3SWR3,292
A0A2H3SXE9,403
A0A2H3SXS3,316
A0A2H3T284,465
A0A2H3T9N0,572
A0A2H3TBA4,739
A0A2H3TCJ1,382
A0A2H3TD69,412
A0A2H3TEA3,790
A0A2H3TG04,387
A0A2H3TKE6,586
A0A2H3TN46,696
A0A2H3TNC8,338
A0A2H3TRA5,164
A0A2H3TU20,324
A0A2H4S9K4,584
A0A2H4S9M8,572
A0A2H4SCX5,358
A0A2H4SIR8,1699,HH|240|536|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|631|753|#f2b365|PF18132_Tyosinase C-terminal domain,HH|1284|1419|#752f40|PF18158_Adaptive response protein AidB N-terminal domain
A0A2H4SJ54,630
A0A2H4ST74,255
A0A2H4SUB3,567,HH|76|334|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2H9TP87,333,HH|64|237|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2I1BV77,389
A0A2I1C4A3,334
A0A2I1CEB6,600
A0A2I1CR74,654
A0A2I1CST6,365
A0A2I1D3W9,351
A0A2I1DBY6,385
A0A2I1DEQ6,436
A0A2I1GI48,121
A0A2I2F3S2,363
A0A2I2FHN1,384
A0A2I2FJH9,412
A0A2I2FM34,351
A0A2I2FU62,255
A0A2I2FVC4,535
A0A2I2G3K9,408
A0A2I2G3M9,383
A0A2I2G6A8,650,HH|66|411|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|505|586|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2I2G6E1,383
A0A2I2G6K0,371
A0A2I2GCS3,298
A0A2I2GEV5,335
A0A2J5HDB0,412
A0A2J5HIG3,362
A0A2J5HRQ5,351
A0A2J5I2K0,383
A0A2J6PH00,595
A0A2J6PPY7,695
A0A2J6PRK0,352
A0A2J6PV40,355
A0A2J6Q9Y4,562
A0A2J6QHR6,396
A0A2J6QKV2,357
A0A2J6QS19,306
A0A2J6QSN0,325
A0A2J6QUH0,392
A0A2J6QV63,390
A0A2J6QVA1,369
A0A2J6R1Z2,629
A0A2J6R7T9,389
A0A2J6R9M8,330
A0A2J6RKS8,367
A0A2J6RP99,356
A0A2J6RQI7,410
A0A2J6RTM7,364
A0A2J6S137,563
A0A2J6S1F6,342
A0A2J6S2Q8,332
A0A2J6S762,385
A0A2J6SBJ2,393
A0A2J6SC90,555
A0A2J6SG40,362
A0A2J6STN7,324
A0A2J6SYC9,557
A0A2J6T3A4,361
A0A2J6T6Y9,304
A0A2J6TC85,262
A0A2J6TCA0,352
A0A2J6TCP2,599
A0A2J6TD48,306
A0A2J6TDR3,391
A0A2J6TH09,701
A0A2J8BUT4,544
A0A2J8DPM4,241
A0A2J8DPU1,339
A0A2J8DTY9,235
A0A2J8E2L7,569
A0A2J8EQW9,341
A0A2K0SYK2,521,HH|90|243|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|377|493|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2K0T4M8,186
A0A2K0TNJ3,624
A0A2K0U4G6,552
A0A2K0UQ00,974
A0A2K0USD3,324
A0A2K0VU96,306
A0A2K0VUX3,315
A0A2K0VYA6,765
A0A2K0W140,338
A0A2K0W347,351
A0A2K0W891,256
A0A2K0WAD2,350
A0A2K0WC23,382
A0A2K0WHJ9,586
A0A2K0WPA0,673
A0A2K0WR72,403
A0A2K0WSM3,238
A0A2K0WTN0,572
A0A2K1QQF1,408
A0A2K1R0I6,636
A0A2K1R203,388
A0A2K3Q9Z7,559
A0A2K3QIX3,543
A0A2K3QJU1,636
A0A2K8JTS4,320
A0A2L0P0J7,337
A0A2L2SRY2,625
A0A2L2SSH7,388
A0A2L2T405,355
A0A2L2T7X4,403
A0A2L2T807,530
A0A2L2TBY6,390
A0A2L2TG36,576
A0A2L2TGX2,681
A0A2L2TIM9,388
A0A2L2TIX2,313
A0A2L2TND9,337
A0A2L2TQ94,782
A0A2L2TR84,556
A0A2L2TT53,333
A0A2L2TUL5,252
A0A2L2TWN6,320
A0A2L2TZT7,510
A0A2N0S3E0,192,HH|11|150|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2N1KYW5,327
A0A2N1L3S0,599
A0A2N1LDU9,552
A0A2N1MNU7,682,HH|57|341|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|432|507|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2N3MXT4,425,HH|105|366|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2N3MXV9,684
A0A2N3MZ18,499
A0A2N3N0U6,413
A0A2N3N0Y1,177
A0A2N3N0Y3,221
A0A2N3N1M7,668
A0A2N3N4T8,987,HH|161|225|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|232|343|#206fe7|PF13519_von Willebrand factor type A domain
A0A2N3N7R4,369
A0A2N3NCV3,387
A0A2N3NGK1,646,HH|76|306|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2N3NIU0,353
A0A2N3NIW2,244
A0A2N3NJJ7,398
A0A2N3NKM8,408
A0A2N3NLQ7,345
A0A2N5S5U9,382
A0A2N5SEN2,325
A0A2N5SR99,320
A0A2N5SRA9,86
A0A2N5SRB5,362
A0A2N5SSF6,362
A0A2N5TTG8,360
A0A2N5TV63,485
A0A2N5TV72,310
A0A2N5U4U9,347
A0A2N5U5K8,305
A0A2N5UIA0,320
A0A2N5UQZ3,382
A0A2N5VYB1,362
A0A2N5VYB5,320
A0A2N5VYD7,413
A0A2N6NB01,656
A0A2N6NDI0,392
A0A2N6NRW3,823
A0A2N6P261,630
A0A2N6P2C7,361
A0A2N8U910,371
A0A2N8UKW6,762
A0A2P2H2A6,369
A0A2P2H4B3,341
A0A2P2HAK4,408
A0A2P2HEY0,350
A0A2P2HI45,387
A0A2P2HJ99,614
A0A2P2HLZ6,539
A0A2P2HP97,336
A0A2P2HVH0,358
A0A2P2SVS2,394
A0A2P2SYW5,338
A0A2P4Z8I3,421
A0A2P4ZJ43,637
A0A2P5HG99,196,HH|62|191|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2P5HMR1,557
A0A2P5HRD7,244
A0A2P5HS54,323
A0A2P5HSA0,366
A0A2P5HUK7,409
A0A2P5HWP3,328
A0A2P5HZG8,335
A0A2P5I1S1,390
A0A2P5I2V9,331
A0A2P5I389,400
A0A2P5I525,355
A0A2P5I970,395
A0A2P5I9R7,406
A0A2P5IBH4,295
A0A2P5IEE2,661,HH|97|372|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|518|634|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2P7YDE6,407
A0A2P7YKX3,389
A0A2P7Z1M8,371
A0A2P7ZDQ2,642
A0A2P7ZE68,271
A0A2R6NW87,522,HH|3|172|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S4KLB8,286,HH|84|127|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S4KWC6,636
A0A2S4L8N0,572
A0A2S4PQ52,469
A0A2S4PS96,611
A0A2S4UTY4,438,HH|202|369|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S4VAI6,300
A0A2S4VER1,414
A0A2S4VEY7,349
A0A2S4VYJ2,1133,HH|999|1077|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|255|430|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S4VYL5,357
A0A2S6BQA0,716
A0A2S6BR81,140
A0A2S6BT41,434
A0A2S6BYK8,612
A0A2S6C060,330
A0A2S6C090,335
A0A2S6C7H7,380,HH|103|316|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S6C936,635
A0A2S6C9X9,824
A0A2S6CAQ1,334
A0A2S6CD10,419
A0A2S6CDZ9,392
A0A2S6CE84,625
A0A2S6CHU3,412
A0A2S6CI03,376
A0A2S6CLS6,388
A0A2S6CMG2,697
A0A2S7NRA2,698
A0A2S7P1K0,652,HH|207|377|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|496|620|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2S7P4G6,592
A0A2S7P4G7,213
A0A2S7P4I1,185
A0A2S7P6P4,380
A0A2S7P8J9,364
A0A2S7P8S3,216
A0A2S7PAR1,310,HH|130|241|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S7PDW3,574
A0A2S7PE89,590
A0A2S7PKX4,239
A0A2S7PKY0,185
A0A2S7PKZ1,581
A0A2S7PMI2,643
A0A2S7PU75,367
A0A2S7PWN6,625
A0A2S7Q4F8,669
A0A2S7Q6K9,593,HH|75|347|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|446|558|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2S7Q9N8,669
A0A2S7QA73,401,HH|108|343|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S7QBZ5,367
A0A2S7QEJ8,409
A0A2S7QHP9,305
A0A2S7QLS1,623
A0A2S7QNU7,264
A0A2S7QS68,375
A0A2S7QWV3,623
A0A2S7QZV0,305
A0A2S7R054,572
A0A2S7R3A1,647
A0A2S7Y5E7,370
A0A2S7YA09,865,HH|106|339|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2S7YHM0,802
A0A2S7YK00,550
A0A2S7YN31,360
A0A2S7YNR6,633
A0A2T2N251,319
A0A2T2N295,611,HH|84|333|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|445|567|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2T2N3V9,363
A0A2T2N650,391
A0A2T2N684,338
A0A2T2N6M0,700
A0A2T2N831,388
A0A2T2N8C4,326
A0A2T2N968,341
A0A2T2NA50,297
A0A2T2NBF2,720
A0A2T2NGW5,639
A0A2T2NI87,393
A0A2T2NJ62,474,HH|178|409|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T2NJT6,360
A0A2T2NMI1,280
A0A2T2NN63,364
A0A2T2NQ64,383
A0A2T2NQA8,362
A0A2T2NTG9,404
A0A2T2NXX0,410
A0A2T2NZ43,321
A0A2T2P5B4,326
A0A2T2P8E5,372
A0A2T2P9E0,422
A0A2T2PBL1,712,HH|57|311|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|546|673|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2T3A6X1,383
A0A2T3AAK3,356
A0A2T3AB75,366
A0A2T3AGW8,602
A0A2T3AQ35,590
A0A2T3AU66,387
A0A2T3AX63,277
A0A2T3BB17,666
A0A2T3YVK6,612
A0A2T3YXJ6,254,HH|135|197|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|56|104|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T3Z3P6,556
A0A2T3ZAQ7,321
A0A2T3ZAR3,338
A0A2T3ZXK1,327
A0A2T4A4G0,652
A0A2T4AA89,552
A0A2T4AYF8,560
A0A2T4AZV3,604
A0A2T4BCJ5,555
A0A2T4BLM2,668
A0A2T4BQX4,698
A0A2T4BTU8,626
A0A2T4C3Y5,561
A0A2T4GCA1,338
A0A2T4GCD7,226
A0A2T4GCE7,146
A0A2T4GDH2,575
A0A2T4GF97,529
A0A2T4GMU5,556
A0A2T4GS03,405
A0A2T4GS12,478
A0A2T4GUK0,350
A0A2T4GWT7,330
A0A2T4GXF8,390
A0A2T4GXQ3,337
A0A2T4GY24,593
A0A2T4GYH7,316
A0A2T4HA43,398
A0A2T5LP23,382
A0A2T5LTW7,332
A0A2T6ZB28,396,HH|79|297|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T6ZCK0,322
A0A2T6ZI61,604
A0A2T6ZP66,342
A0A2T6ZP82,282
A0A2T6ZRN0,667
A0A2T6ZRN3,652
A0A2T6ZWP4,634
A0A2T6ZWP9,1439
A0A2T7A7H9,349
A0A2T9XY85,499
A0A2T9XY90,506
A0A2T9XYY4,553
A0A2T9XZ52,501
A0A2T9Y0C2,362
A0A2T9Y3X3,465,HH|179|211|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|68|152|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|310|464|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9Y5C0,411
A0A2T9Y7Q6,403
A0A2T9YAT2,519,HH|67|243|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YAT7,649,HH|65|231|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YAU9,462,HH|63|240|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YAV5,482,HH|59|234|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YAX1,482
A0A2T9YEX5,564,HH|34|207|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YL16,437
A0A2T9YQ48,444
A0A2T9YX01,556,HH|64|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YY23,430
A0A2T9YY63,907,HH|61|239|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|450|628|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9YZI7,353
A0A2T9Z019,270
A0A2T9Z3X5,414
A0A2T9Z5Q6,619,HH|242|413|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9Z5R5,443
A0A2T9Z971,391
A0A2T9ZCQ6,509,HH|65|240|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9ZCW7,528,HH|59|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2T9ZGP7,391
A0A2T9ZGW2,427
A0A2T9ZGX3,425
A0A2T9ZGY8,456
A0A2U1IVG1,403
A0A2U1IWC9,386
A0A2U1J1R3,437
A0A2U1J5T8,411
A0A2U1J9W4,357
A0A2U1JAK2,437
A0A2U1JAZ7,689,HH|402|573|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|104|134|#d2c000|PF00400_WD domain, G-beta repeat,HH|139|176|#d2c000|PF00400_WD domain, G-beta repeat
A0A2U1JE60,443
A0A2U1JEC5,619
A0A2U1JED4,1198,HH|536|869|#481861|PF03142_Chitin synthase,HH|879|1015|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2U1JEL2,419,HH|115|290|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2U3E1U8,395
A0A2U3E384,778,HH|202|441|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2U3E4P9,534
A0A2U3EA21,634
A0A2U3ECX3,1043,HH|120|331|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|535|651|#206fe7|PF13519_von Willebrand factor type A domain
A0A2U3ELX5,565
A0A2V1B2N4,395
A0A2V1BD74,291,HH|69|176|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|178|224|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2V1BJ28,299
A0A2V1BK88,366
A0A2V1BR30,609
A0A2V1BS85,316
A0A2V1BXN6,392
A0A2V1C687,325
A0A2V1C9X7,338
A0A2V1CA72,395
A0A2V1CA82,390
A0A2V1CB03,341
A0A2V1CDI0,278
A0A2V1CEH3,336
A0A2V1CGK3,328
A0A2V1CNJ6,587
A0A2V1CP50,717
A0A2V1CPZ8,368
A0A2V1CVE9,311
A0A2V1CWI8,305
A0A2V1CYP5,316
A0A2V1CZ41,369
A0A2V1CZ70,215
A0A2V1CZI9,373
A0A2V1D6V5,363
A0A2V1D7E7,350
A0A2V1D8S9,287
A0A2V1DAR0,395
A0A2V1DAS1,598
A0A2V1DCR4,359
A0A2V1DF35,349
A0A2V1DGW1,417
A0A2V1DJF8,376
A0A2V1DL57,577
A0A2V1DNM0,422
A0A2V1DQ54,731,HH|115|362|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|616|666|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2V1DQC5,334
A0A2V1DQK9,648,HH|147|407|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|530|620|#f2b365|PF18132_Tyosinase C-terminal domain
A0A2V1DTY0,737
A0A2V1DUF3,340
A0A2V1DYD0,409
A0A2V1DYE3,338
A0A2V1DZT3,554
A0A2V1E5D8,338
A0A2V1E8H3,384
A0A2V1EA28,636
A0A2V1EB40,581
A0A2V5GXR1,305
A0A2V5GZD8,329
A0A2V5H0W5,385
A0A2V5H2F1,318
A0A2V5H5N5,355
A0A2V5H7P1,338
A0A2V5HIN9,349
A0A2V5HJC8,409
A0A2V5HTW1,338
A0A2V5IDW1,332
A0A2V5IGT7,329
A0A2V5IH92,355
A0A2V5IL99,409
A0A2V5IXN2,385
A0A2V5JDM1,411,HH|146|311|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A2W1D6V8,172
A0A2W1DD53,146
A0A2W1DIA7,750
A0A2W1EIG0,360
A0A2W1EW30,403
A0A2W1EWP7,417
A0A2W1EZ10,412
A0A2W1FJ80,255
A0A2W1FL56,373
A0A2W1GQN1,306
A0A2W1GSW5,775
A0A2W1HE12,735
A0A2W1HTX3,579
A0A2W1I417,282
A0A2Z6QID9,546
A0A2Z6QJV6,580
A0A2Z6RB52,556
A0A2Z6S775,558
A0A316VK00,455,HH|183|373|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A316YEU0,412,HH|185|357|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A316YS64,448,HH|103|388|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A316ZJI2,174
A0A316ZMR3,362
A0A317AHD0,384
A0A317AMV7,285
A0A317ASE0,340
A0A317BCQ4,384
A0A317BDM5,610
A0A317SBD7,961
A0A317SFD2,635,HH|54|328|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|456|573|#f2b365|PF18132_Tyosinase C-terminal domain
A0A317SGF7,647
A0A317STV4,263
A0A317SZI7,354
A0A317T0V0,160
A0A317T1J3,394
A0A317T4M7,634
A0A317URF9,341
A0A317UXL8,341
A0A317UZS7,334
A0A317V3A1,330
A0A317V4A3,352
A0A317V7C6,367
A0A317VAN4,583
A0A317VH07,98
A0A317VMA5,395
A0A317VMV2,113
A0A317VNS4,383
A0A317VPL3,392
A0A317VQ11,350
A0A317VQS7,406
A0A317WBK9,335
A0A317WDB6,383
A0A317WJT9,341
A0A317WKB9,394
A0A317WL88,260
A0A317WN23,394
A0A317WSV7,364
A0A317WUV6,669,HH|79|395|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|490|624|#f2b365|PF18132_Tyosinase C-terminal domain
A0A317WW28,399
A0A317WYK6,341
A0A317X784,353
A0A317XAM4,408
A0A317XE17,651,HH|60|379|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|464|548|#f2b365|PF18132_Tyosinase C-terminal domain
A0A317XLV9,627
A0A317XYW1,406,HH|144|337|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A318Y954,406
A0A318YAT8,341
A0A318YDG0,383
A0A318YR58,350
A0A318YSS9,402
A0A318ZGW2,333
A0A318ZJ67,385
A0A318ZSA8,392
A0A318ZVT8,394
A0A318ZWL9,344
A0A319A7K7,534
A0A319ADL0,478
A0A319AKB9,354
A0A319ANC3,338
A0A319ANJ9,350
A0A319ATK4,406
A0A319AUV2,342
A0A319AVK5,334
A0A319B6I1,168
A0A319B885,350
A0A319B8J9,449,HH|196|385|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A319BBT7,383
A0A319BS22,406
A0A319C1E2,394
A0A319C6N8,355
A0A319C8N6,409
A0A319CBY4,385
A0A319CG24,338
A0A319CHX1,531
A0A319CQ30,242
A0A319CQ88,653,HH|60|346|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|456|573|#f2b365|PF18132_Tyosinase C-terminal domain
A0A319CSU9,155
A0A319CY13,329
A0A319D0U5,394
A0A319D5D6,384
A0A319DEV9,353
A0A319DGV8,339
A0A319DHB7,299
A0A319DU28,654
A0A319DU42,341
A0A319DV84,384
A0A319DXP1,335
A0A319E1L0,335
A0A319EE68,271
A0A319EJ46,308
A0A319ER22,295
A0A319ET75,299
A0A319F2V9,408
A0A319FE23,351
A0A319FJL1,399
A0A319FPE3,296
A0A336U966,356
A0A345BJY2,479
A0A364KV05,654
A0A364L5W2,751
A0A364MEK3,387
A0A364MH45,341
A0A364MKF9,408
A0A364MUB3,374
A0A364MUE8,294
A0A364MVV3,215
A0A364MXI7,726
A0A364MZ13,1278,HH|125|376|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|552|642|#f2b365|PF18132_Tyosinase C-terminal domain,HH|1084|1121|#fc0469|PF09337_H2C2 zinc finger,HH|899|977|#2387d6|PF00583_Acetyltransferase (GNAT) family
A0A364MZN5,362
A0A364N075,344
A0A364N145,342
A0A364N155,429
A0A364N1X7,418
A0A364NF04,593
A0A364NH37,714
A0A365MRA6,526
A0A365MXE3,315
A0A365MY87,340
A0A365MYK5,973
A0A365MZ77,403
A0A365N1Q5,528
A0A365N437,382
A0A365N4K4,285
A0A365N5T6,586
A0A365N769,572
A0A365NBJ9,670
A0A365NE95,314
A0A365NEN8,770
A0A365NGP6,324
A0A365NNU5,338
A0A366NE95,451
A0A366NL22,339
A0A366NNS2,381
A0A366NW98,193
A0A366P0L6,312
A0A366P5G3,586
A0A366P821,324
A0A366P8S1,341
A0A366PAN4,403
A0A366PDB6,526
A0A366PES4,356
A0A366PGD3,323
A0A366PGT7,743
A0A366PHI7,695
A0A366PHZ2,315
A0A366PN29,766
A0A366PN82,266
A0A366QA54,636
A0A366QAE8,382
A0A366QJ20,586
A0A366QJY3,744,HH|68|405|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|540|680|#f2b365|PF18132_Tyosinase C-terminal domain
A0A366QK39,553
A0A366QMN4,323
A0A366QNW1,572
A0A366QSA8,350
A0A366QVD5,356
A0A366QY28,193
A0A366QZR9,743
A0A366R0G8,301
A0A366R183,382
A0A366R2A7,350
A0A366R3B0,403
A0A366R6W5,332
A0A366RBL7,338
A0A366RD81,294
A0A366REG6,1151,HH|461|822|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|952|1084|#f2b365|PF18132_Tyosinase C-terminal domain
A0A366RGY4,324
A0A366RPI6,403
A0A366RRN2,338
A0A366RUF7,526
A0A366RVN9,669
A0A366RXH0,388
A0A366S2Z3,1185,HH|674|871|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|995|1127|#f2b365|PF18132_Tyosinase C-terminal domain
A0A366S3Z8,565
A0A366S6F2,727
A0A366S6I4,338
A0A366S9U2,798
A0A366SER3,388
A0A367KZX2,540
A0A367L1Z1,547
A0A367L4Y1,608
A0A367L6W3,1102,HH|995|1093|#13251c|PF00581_Rhodanese-like domain,HH|123|411|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|696|909|#26725b|PF00899_ThiF family
A0A367L6Y1,555
A0A367LE15,567
A0A367LMW1,390
A0A367LQA1,696
A0A369GLH7,582,HH|121|363|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A369GQA9,540
A0A369GQQ2,386
A0A369GS67,542
A0A369GU44,609
A0A369GYU3,762
A0A369H0I1,601
A0A369H0Q0,1021
A0A369H1V4,539
A0A369H302,608
A0A369H3J7,594
A0A369H5F8,385
A0A369HB54,536
A0A369HC19,536
A0A369HI67,979
